Stock,date,daily_vol,daily_spread,daily_depth
KGF.L,2026-02-04,0.0004961709099093151,6.603453338434671,7702.506075510204
KGF.L,2026-02-05,0.0004834961872321044,6.496357055225476,7188.28215682281
KGF.L,2026-02-06,0.00038433406081962853,6.783873609190935,9115.664009202455
KGF.L,2026-02-09,0.0005336328603782203,6.675202841704196,7180.567367075664
KGF.L,2026-02-10,0.0003875199817746099,6.314646058196558,7228.627940695296
KGF.L,2026-02-11,0.0004887314724706606,6.844095925114044,8330.426752040816
KGF.L,2026-02-12,0.0003591252487345816,6.5464681725137,7377.687931211499
KGF.L,2026-02-13,0.00040302879233320495,6.7875830942568225,7170.160718813906
KGF.L,2026-02-16,0.00038335857218728896,6.650459580480132,8311.036849075976
KGF.L,2026-02-17,0.00035970495867984116,7.3124236605132085,8474.609978305785
KGF.L,2026-02-18,0.0003086358812853655,5.662577962301246,7193.944695918368
KGF.L,2026-02-19,0.0003091852778273056,7.100434258568921,7663.549904081633
KGF.L,2026-02-20,0.0003021803092378322,7.650933946342495,6516.8337099156115
KGF.L,2026-02-23,0.00031996635213498434,7.464960538376661,7272.5483723849375
KGF.L,2026-02-24,0.0003139803799658605,6.811902640537987,6883.292767967146
KGF.L,2026-02-25,0.00036898543134918646,7.368866496261537,6374.056464583334
KGF.L,2026-02-26,0.0003492216529917692,7.319157319609204,5954.513279713115
KGF.L,2026-02-27,0.0003938786214869704,8.420320876738238,5954.4065557851245
KGF.L,2026-03-02,0.0005053727161560545,9.888232841677588,5648.793115306122
KGF.L,2026-03-03,0.0005700409193971663,8.817971167673544,5197.739992827869
KGF.L,2026-03-04,0.00047945935263856863,8.551695363500603,7746.146258835759
KGF.L,2026-03-05,0.0004585306409483859,7.771753333831128,7004.400267708334
KGF.L,2026-03-06,0.0007830385940379832,9.864803018076948,4212.086691598361
KGF.L,2026-03-09,0.000719249551534805,12.499075099995707,3859.208853783231
KGF.L,2026-03-10,0.0004752673972717105,11.375588271883736,3928.6086718750003
KGF.L,2026-03-11,0.0004705367916361137,11.179053009356231,4773.599691908714
KGF.L,2026-03-12,0.0005618922205957148,11.960631140167854,4668.423816945607
KGF.L,2026-03-13,0.0005582143327283552,10.818665037659828,4524.048405154639
KGF.L,2026-03-16,0.0004031778146120478,10.346575950586907,5286.249252040816
KGF.L,2026-03-17,0.0004122217389602267,10.945152154305601,4862.475317901234
KGF.L,2026-03-18,0.0005143341334562945,10.434027874247443,4196.133731884058
KGF.L,2026-03-19,0.0006599072886416448,10.96230300706173,3772.3690594262293
KGF.L,2026-03-20,0.0006783030899707766,12.32467697937405,4168.0474298969075
KGF.L,2026-03-23,0.0009198924416065472,13.902727560354313,3015.6582298969074
KGF.L,2026-03-24,0.0010694083612568413,14.637217292246333,2653.5846605316974
KGF.L,2026-03-25,0.0007738367091767894,12.814863651466405,2753.216546296296
KGF.L,2026-03-26,0.0005765891116085123,9.502048149541867,4104.538099589323
KGF.L,2026-03-27,0.0005300572962501709,11.277374589776539,4497.088628099174
KGF.L,2026-03-30,0.0004859463398642592,9.44109979426891,5025.386450718685
KGF.L,2026-03-31,0.0005230491485078441,9.296200723169203,5464.160961065574
KGF.L,2026-04-01,0.0005423816705430261,10.297198117944477,5120.780632924335
KGF.L,2026-04-02,0.0004439320188816451,9.264661373831572,4655.851479035639
ULVR.L,2026-01-05,0.0003447687880864017,3.0591212954513476,12537.59183299389
ULVR.L,2026-01-06,0.00028982074728080276,2.732542864242353,13530.324842158858
ULVR.L,2026-01-07,0.0003060022512373805,2.4510386565704576,11015.792387983707
ULVR.L,2026-01-08,0.0002857175759838459,2.3534793143049795,12871.61414460285
ULVR.L,2026-01-09,0.0003002607781260046,2.3552373364156596,14309.906109979634
ULVR.L,2026-01-12,0.0002498472806559995,2.188180525200688,10801.542601832994
ULVR.L,2026-01-13,0.00022624274391031606,1.9336170261927865,10139.367774949083
ULVR.L,2026-01-14,0.0002583705810686394,2.2015101978134974,11720.456201629328
ULVR.L,2026-01-15,0.00028744298740256526,2.3793092054997325,12985.639898167006
ULVR.L,2026-01-16,0.0003456157368391417,2.184474799800975,14199.103657407408
ULVR.L,2026-01-19,0.00023474996379660242,1.7920937318497614,12957.565407331977
ULVR.L,2026-01-20,0.0003379793147923495,2.2268162161884435,13020.85283095723
ULVR.L,2026-01-21,0.00035257543388488277,2.982819790992552,14258.0066496945
ULVR.L,2026-01-22,0.0004035114166995445,3.005961083652399,12451.833416496944
ULVR.L,2026-01-23,0.0002941858954587887,2.3598075265063594,11499.426053971487
ULVR.L,2026-01-26,0.0003174237173034038,2.1592097877141097,13647.713574338086
ULVR.L,2026-01-27,0.0002299995157649901,1.8661240461244517,11893.828085539715
ULVR.L,2026-01-28,0.00029111707363953465,2.138100310539884,12519.088212830957
ULVR.L,2026-01-29,0.00028184211286318747,2.171877096124901,12325.457240325866
ULVR.L,2026-01-30,0.0002829247261958712,2.145676387982035,15217.883818737271
ULVR.L,2026-02-02,0.00031230706939703375,2.6444325177533545,25696.308441955192
ULVR.L,2026-02-03,0.0003183362657547393,2.574727483758211,16307.542057026478
ULVR.L,2026-02-04,0.0003508020269130215,2.7325013842846633,39430.61727087576
ULVR.L,2026-02-05,0.00034937136195690717,2.9167352413825034,30980.474429735234
ULVR.L,2026-02-06,0.0002944842808837126,2.7295135016639374,51701.79451120163
ULVR.L,2026-02-09,0.000300547186484065,3.003911666732827,51710.425254582486
ULVR.L,2026-02-10,0.00025076781035581245,3.074426534822489,42510.71895112016
ULVR.L,2026-02-11,0.00039302253775417347,2.9106554266301106,38705.82418533605
ULVR.L,2026-02-12,0.0008002225155584151,3.597575144095807,20142.852128309572
ULVR.L,2026-02-13,0.0005416804199944169,3.069785320902813,38257.1199490835
ULVR.L,2026-02-16,0.0002556792166502201,2.8250615660622094,29764.658686354378
ULVR.L,2026-02-17,0.0003339478227764896,2.96264238177076,37915.924582484724
ULVR.L,2026-02-18,0.0003721210429010744,2.7030808003713536,39749.96198574338
ULVR.L,2026-02-19,0.0003640614357861834,3.0247986435837477,47951.18615071283
ULVR.L,2026-02-20,0.0003831377731967179,3.019484843338006,52483.22905349794
ULVR.L,2026-02-23,0.0002589510400210244,3.10552805068176,83642.30069246436
ULVR.L,2026-02-24,0.00028496477398801443,2.6101654623610977,65400.830672097756
ULVR.L,2026-02-25,0.00027614365765736456,2.5461812370901944,46283.528757637476
ULVR.L,2026-02-26,0.00026032206325058305,2.9041766018403754,56893.156323828916
ULVR.L,2026-02-27,0.00026096057563339503,2.4892049530202787,57479.27784114053
ULVR.L,2026-03-02,0.000354627593576823,2.6902648251650714,50982.705672097756
ULVR.L,2026-03-03,0.0004440568486153001,3.034004719225502,53394.10272912424
ULVR.L,2026-03-04,0.00032538081021316485,3.175636974920642,48585.8683095723
ULVR.L,2026-03-05,0.0003619856186334345,2.9867350661695147,52985.44130346232
ULVR.L,2026-03-06,0.00036953847687698754,2.3517404653879646,36110.457393075354
ULVR.L,2026-03-09,0.00036981803884821,1.9955775947477086,20395.231410386965
ULVR.L,2026-03-10,0.00033361028889160695,2.317843457246334,19725.934984725052
ULVR.L,2026-03-11,0.00034009258433256845,2.183780320975432,18468.836792260692
ULVR.L,2026-03-12,0.0003260745648094711,2.1450912780686795,19010.349246435846
ULVR.L,2026-03-13,0.0002840316515014413,2.1713882369247743,18397.31766802444
ULVR.L,2026-03-16,0.000297742685948775,2.261889757547315,25877.41036659878
ULVR.L,2026-03-17,0.00023168322747295827,2.067939573562859,25512.921995926677
ULVR.L,2026-03-18,0.00039975698387806525,2.2046139494924666,18033.51737780041
ULVR.L,2026-03-19,0.00036772988287306086,2.1057110828068906,20521.174943991857
ULVR.L,2026-03-20,0.0005239340336354657,2.317489922484464,22203.932993827162
ULVR.L,2026-03-23,0.0005200807296553548,2.5279824327220872,16731.203671079427
ULVR.L,2026-03-24,0.0003671598504935534,2.2918189836459133,20318.406278004073
ULVR.L,2026-03-25,0.00031655290480586196,2.250869662104213,20685.793258655805
ULVR.L,2026-03-26,0.00028793979878100165,1.7910647005502438,17270.207281059065
ULVR.L,2026-03-27,0.00030006009908918407,2.231105103671187,22641.687189409367
ULVR.L,2026-03-30,0.00029684197800312244,2.150851400416059,24835.677983706722
ULVR.L,2026-03-31,0.0006813797272231627,2.2159809044265955,18487.961863543787
ULVR.L,2026-04-01,0.0007056140163679483,2.4262448403325143,14568.348961303462
ULVR.L,2026-04-02,0.0004219788334612542,2.442976163186623,22548.988778004074
